time, Quad.Est.E.Pos, Quad.Est.S.Z
4.604849,0.060341,0.377092
4.609848,0.060339,0.377197
4.614848,0.060367,0.377354
4.619848,0.060401,0.377459
4.624847,0.060430,0.377618
4.629847,0.060441,0.377724
4.634847,0.060479,0.377884
4.639846,0.060498,0.377991
4.644846,0.060550,0.378152
4.649846,0.060586,0.378260
4.654845,0.060643,0.378423
4.659845,0.060626,0.378532
4.664845,0.060661,0.378696
4.669844,0.060623,0.378806
4.674844,0.060642,0.378971
4.679843,0.060693,0.379082
4.684843,0.060723,0.379249
4.689843,0.060759,0.379360
4.694842,0.060793,0.379529
4.699842,0.060902,0.379642
4.704842,0.031671,0.378615
4.709841,0.031375,0.378719
4.714841,0.031159,0.378876
4.719841,0.031018,0.378981
4.724840,0.030814,0.379138
4.729840,0.030708,0.379244
4.734839,0.030506,0.379403
4.739839,0.030375,0.379510
4.744839,0.030176,0.379671
4.749838,0.030054,0.379778
4.754838,0.029872,0.379940
4.759838,0.029728,0.380049
4.764837,0.029545,0.380212
4.769837,0.029354,0.380322
4.774837,0.029162,0.380487
4.779836,0.029106,0.380597
4.784836,0.028943,0.380763
4.789835,0.028838,0.380874
4.794835,0.028689,0.381042
4.799835,0.028761,0.381154
4.804834,0.035777,0.380132
4.809834,0.035760,0.380235
4.814834,0.035743,0.380391
4.819833,0.035735,0.380496
4.824833,0.035727,0.380653
4.829833,0.035733,0.380759
4.834832,0.035733,0.380917
4.839832,0.035736,0.381023
4.844831,0.035742,0.381183
4.849831,0.035749,0.381291
4.854831,0.035762,0.381452
4.859830,0.035785,0.381560
4.864830,0.035812,0.381723
4.869830,0.035816,0.381832
4.874829,0.035846,0.381996
4.879829,0.035847,0.382106
4.884829,0.035878,0.382272
4.889828,0.035886,0.382382
4.894828,0.035919,0.382549
4.899827,0.035953,0.382661
4.904827,0.028582,0.381643
4.909827,0.028783,0.381746
4.914826,0.029303,0.381901
4.919826,0.029901,0.382005
4.924826,0.030391,0.382162
4.929825,0.030697,0.382267
4.934825,0.031208,0.382425
4.939825,0.031607,0.382531
4.944824,0.032083,0.382690
4.949824,0.032405,0.382797
4.954823,0.032893,0.382958
4.959823,0.033204,0.383065
4.964823,0.033694,0.383228
4.969822,0.034051,0.383336
4.974822,0.034558,0.383500
4.979822,0.035176,0.383609
4.984821,0.035754,0.383774
4.989821,0.035914,0.383885
4.994821,0.036453,0.384051
4.999820,0.036466,0.384162
5.004820,0.051741,0.383148
5.009820,0.052062,0.383250
5.014819,0.052201,0.383405
5.019819,0.052327,0.383509
5.024818,0.052456,0.383665
5.029818,0.052482,0.383769
5.034818,0.052631,0.383927
5.039817,0.052732,0.384032
5.044817,0.052882,0.384191
5.049817,0.052978,0.384297
5.054816,0.053124,0.384457
5.059816,0.053267,0.384565
5.064816,0.053438,0.384726
5.069815,0.053577,0.384834
5.074815,0.053756,0.384997
5.079814,0.053828,0.385106
5.084814,0.054002,0.385271
5.089814,0.054032,0.385381
5.094813,0.054199,0.385547
5.099813,0.054262,0.385657
5.104813,0.087888,0.384647
5.109812,0.088184,0.384749
5.114812,0.088646,0.384903
5.119812,0.088925,0.385006
5.124811,0.089400,0.385162
5.129811,0.089712,0.385266
5.134810,0.090192,0.385423
5.139810,0.090504,0.385528
5.144810,0.090989,0.385686
5.149809,0.091311,0.385792
5.154809,0.091797,0.385951
5.159809,0.092119,0.386058
5.164808,0.092604,0.386219
5.169808,0.092927,0.386327
5.174808,0.093412,0.386489
5.179807,0.093740,0.386598
5.184807,0.094225,0.386762
5.189806,0.094534,0.386871
5.194806,0.095014,0.387036
5.199806,0.095342,0.387147
5.204805,0.104936,0.386140
5.209805,0.105225,0.386242
5.214805,0.105664,0.386395
5.219804,0.105960,0.386498
5.224804,0.106407,0.386653
5.229804,0.106708,0.386757
5.234803,0.107162,0.386913
5.239803,0.107467,0.387018
5.244802,0.107928,0.387175
5.249802,0.108237,0.387281
5.254802,0.108705,0.387440
5.259801,0.109018,0.387546
5.264801,0.109491,0.387706
5.269801,0.109808,0.387814
5.274800,0.110288,0.387975
5.279800,0.110608,0.388084
5.284800,0.111092,0.388247
5.289799,0.111420,0.388356
5.294799,0.111911,0.388520
5.299798,0.112245,0.388630
5.304798,0.088421,0.387627
5.309798,0.088641,0.387729
5.314797,0.088968,0.387882
5.319797,0.089192,0.387984
5.324797,0.089519,0.388138
5.329796,0.089738,0.388242
5.334796,0.090064,0.388397
5.339796,0.090287,0.388502
5.344795,0.090607,0.388659
5.349795,0.090822,0.388764
5.354795,0.091150,0.388922
5.359794,0.091366,0.389028
5.364794,0.091693,0.389188
5.369793,0.091901,0.389295
5.374793,0.092225,0.389456
5.379793,0.092452,0.389564
5.384792,0.092779,0.389726
5.389792,0.092995,0.389835
5.394792,0.093321,0.389999
5.399791,0.093548,0.390108
5.404791,0.082960,0.389109
5.409791,0.083185,0.389210
5.414790,0.083528,0.389362
5.419790,0.083756,0.389464
5.424789,0.084101,0.389618
5.429789,0.084329,0.389721
5.434789,0.084674,0.389876
5.439788,0.084904,0.389980
5.444788,0.085251,0.390136
5.449788,0.085480,0.390241
5.454787,0.085826,0.390399
5.459787,0.086056,0.390504
5.464787,0.086403,0.390664
5.469786,0.086642,0.390770
5.474786,0.086994,0.390931
5.479785,0.087223,0.391038
5.484785,0.087574,0.391200
5.489785,0.087812,0.391308
5.494784,0.088166,0.391471
5.499784,0.088413,0.391581
5.504784,0.076133,0.390585
5.509783,0.076287,0.390686
5.514783,0.076532,0.390838
5.519783,0.076700,0.390939
5.524782,0.076946,0.391092
5.529782,0.077116,0.391195
5.534781,0.077362,0.391349
5.539781,0.077525,0.391453
5.544781,0.077773,0.391609
5.549780,0.077939,0.391713
5.554780,0.078188,0.391870
5.559780,0.078352,0.391975
5.564779,0.078601,0.392134
5.569779,0.078775,0.392240
5.574779,0.079028,0.392400
5.579778,0.079204,0.392507
5.584778,0.079460,0.392668
5.589777,0.079625,0.392776
5.594777,0.079881,0.392939
5.599777,0.080050,0.393048
5.604776,0.108570,0.392055
5.609776,0.108834,0.392156
5.614776,0.109234,0.392307
5.619775,0.109504,0.392408
5.624775,0.109913,0.392561
5.629775,0.110187,0.392663
5.634774,0.110604,0.392817
5.639774,0.110883,0.392920
5.644773,0.111306,0.393075
5.649773,0.111591,0.393179
5.654773,0.112022,0.393336
5.659772,0.112307,0.393441
5.664772,0.112742,0.393598
5.669772,0.113023,0.393704
5.674771,0.113459,0.393863
5.679771,0.113736,0.393970
5.684771,0.114173,0.394131
5.689770,0.114479,0.394238
5.694770,0.114923,0.394400
5.699769,0.115251,0.394509
5.704769,0.111280,0.393520
5.709769,0.111496,0.393620
5.714768,0.111856,0.393771
5.719768,0.112102,0.393872
5.724768,0.112472,0.394024
5.729767,0.112730,0.394126
5.734767,0.113105,0.394279
5.739767,0.113358,0.394382
5.744766,0.113739,0.394536
5.749766,0.113994,0.394640
5.754766,0.114380,0.394796
5.759765,0.114648,0.394900
5.764765,0.115045,0.395058
5.769764,0.115327,0.395163
5.774764,0.115739,0.395322
5.779764,0.115981,0.395428
5.784763,0.116392,0.395588
5.789763,0.116710,0.395695
5.794763,0.117135,0.395857
5.799762,0.117564,0.395965
5.804762,0.118245,0.394980
5.809762,0.118470,0.395079
5.814761,0.118808,0.395230
5.819761,0.119036,0.395330
5.824760,0.119379,0.395482
5.829760,0.119609,0.395583
5.834760,0.119955,0.395736
5.839759,0.120184,0.395838
5.844759,0.120530,0.395992
5.849759,0.120759,0.396095
5.854758,0.121106,0.396251
5.859758,0.121339,0.396355
5.864758,0.121689,0.396512
5.869757,0.121922,0.396617
5.874757,0.122274,0.396775
5.879756,0.122509,0.396881
5.884756,0.122862,0.397040
5.889756,0.123100,0.397147
5.894755,0.123453,0.397308
5.899755,0.123690,0.397415
5.904755,0.100691,0.396434
5.909754,0.100899,0.396533
5.914754,0.101277,0.396683
5.919754,0.101542,0.396783
5.924753,0.101924,0.396934
5.929753,0.102225,0.397035
5.934752,0.102598,0.397187
5.939752,0.102846,0.397289
5.944752,0.103223,0.397443
5.949751,0.103471,0.397545
5.954751,0.103846,0.397700
5.959751,0.104032,0.397804
5.964750,0.104379,0.397960
5.969750,0.104668,0.398065
5.974750,0.105035,0.398222
5.979749,0.105233,0.398328
5.984749,0.105590,0.398487
5.989748,0.105877,0.398593
5.994748,0.106244,0.398753
5.999748,0.106548,0.398861
6.004747,0.095254,0.397883
6.009747,0.095687,0.397982
6.014747,0.096305,0.398131
6.019746,0.096899,0.398231
6.024746,0.097489,0.398381
6.029746,0.097767,0.398482
6.034745,0.098399,0.398633
6.039745,0.098780,0.398735
6.044744,0.099456,0.398888
6.049744,0.099913,0.398990
6.054744,0.100606,0.399145
6.059743,0.101039,0.399248
6.064743,0.101727,0.399404
6.069743,0.102186,0.399508
6.074742,0.102886,0.399665
6.079742,0.103172,0.399770
6.084742,0.103839,0.399928
6.089741,0.104056,0.400034
6.094741,0.104685,0.400194
6.099741,0.105385,0.400301
6.104740,0.091419,0.399326
6.109740,0.091620,0.399425
6.114739,0.091616,0.399574
6.119739,0.091688,0.399673
6.124739,0.091662,0.399823
6.129738,0.091635,0.399923
6.134738,0.091601,0.400074
6.139738,0.091571,0.400175
6.144737,0.091532,0.400328
6.149737,0.091519,0.400430
6.154737,0.091493,0.400584
6.159736,0.091571,0.400687
6.164736,0.091583,0.400842
6.169735,0.091783,0.400946
6.174735,0.091849,0.401102
6.179735,0.091885,0.401207
6.184734,0.091951,0.401365
6.189734,0.092052,0.401470
6.194734,0.092129,0.401629
6.199733,0.092253,0.401736
6.204733,0.100720,0.400765
6.209733,0.100938,0.400863
6.214732,0.100933,0.401011
6.219732,0.100924,0.401110
6.224731,0.100922,0.401260
6.229731,0.100988,0.401360
6.234731,0.100963,0.401510
6.239730,0.100951,0.401611
6.244730,0.100922,0.401763
6.249730,0.100889,0.401865
6.254729,0.100846,0.402018
6.259729,0.100789,0.402120
6.264729,0.100734,0.402275
6.269728,0.100685,0.402378
6.274728,0.100626,0.402534
6.279727,0.100562,0.402639
6.284727,0.100497,0.402796
6.289727,0.100490,0.402901
6.294726,0.100429,0.403060
6.299726,0.100371,0.403166
6.304726,0.102500,0.402198
6.309725,0.102590,0.402296
6.314725,0.102575,0.402444
6.319725,0.102628,0.402542
6.324724,0.102592,0.402691
6.329724,0.102594,0.402791
6.334723,0.102539,0.402941
6.339723,0.102528,0.403041
6.344723,0.102424,0.403193
6.349722,0.102362,0.403294
6.354722,0.102257,0.403447
6.359722,0.102238,0.403549
6.364721,0.102146,0.403703
6.369721,0.102028,0.403806
6.374721,0.101912,0.403961
6.379720,0.101750,0.404065
6.384720,0.101605,0.404222
6.389719,0.101661,0.404327
6.394719,0.101531,0.404485
6.399719,0.101580,0.404591
6.404718,0.108778,0.403627
6.409718,0.108678,0.403724
6.414718,0.108489,0.403871
6.419717,0.108241,0.403969
6.424717,0.108072,0.404118
6.429717,0.108014,0.404217
6.434716,0.107819,0.404367
6.439716,0.107695,0.404467
6.444715,0.107481,0.404617
6.449715,0.107324,0.404718
6.454715,0.107090,0.404871
6.459714,0.106913,0.404972
6.464714,0.106664,0.405126
6.469714,0.106478,0.405229
6.474713,0.106216,0.405383
6.479713,0.106101,0.405487
6.484713,0.105845,0.405643
6.489712,0.105766,0.405748
6.494712,0.105518,0.405905
6.499712,0.105597,0.406011
6.504711,0.111537,0.405050
6.509711,0.111583,0.405147
6.514710,0.111699,0.405293
6.519710,0.111831,0.405392
6.524710,0.111929,0.405539
6.529709,0.112056,0.405638
6.534709,0.112122,0.405787
6.539709,0.112154,0.405887
6.544708,0.112220,0.406037
6.549708,0.112293,0.406138
6.554708,0.112385,0.406289
6.559707,0.112466,0.406391
6.564707,0.112562,0.406544
6.569706,0.112649,0.406646
6.574706,0.112747,0.406801
6.579706,0.112839,0.406904
6.584705,0.112940,0.407059
6.589705,0.113017,0.407164
6.594705,0.113117,0.407320
6.599704,0.113029,0.407426
6.604704,0.117142,0.406468
6.609704,0.117167,0.406565
6.614703,0.117478,0.406711
6.619703,0.117728,0.406809
6.624702,0.118031,0.406956
6.629702,0.118280,0.407054
6.634702,0.118564,0.407203
6.639701,0.118762,0.407302
6.644701,0.119032,0.407452
6.649701,0.119205,0.407552
6.654700,0.119464,0.407703
6.659700,0.119650,0.407805
6.664700,0.119911,0.407957
6.669699,0.120042,0.408059
6.674699,0.120286,0.408213
6.679698,0.120652,0.408316
6.684698,0.120935,0.408471
6.689698,0.121320,0.408574
6.694697,0.121635,0.408731
6.699697,0.122142,0.408836
6.704697,0.121926,0.407881
6.709696,0.122205,0.407978
6.714696,0.122601,0.408123
6.719696,0.122876,0.408221
6.724695,0.123275,0.408367
6.729695,0.123539,0.408466
6.734694,0.123944,0.408614
6.739694,0.124223,0.408713
6.744694,0.124615,0.408862
6.749693,0.124882,0.408962
6.754693,0.125281,0.409113
6.759693,0.125567,0.409213
6.764692,0.125977,0.409365
6.769692,0.126246,0.409467
6.774692,0.126656,0.409620
6.779691,0.126824,0.409723
6.784691,0.127213,0.409877
6.789690,0.127577,0.409981
6.794690,0.127985,0.410136
6.799690,0.128355,0.410241
6.804689,0.111712,0.409290
6.809689,0.111755,0.409386
6.814689,0.111784,0.409531
6.819688,0.111674,0.409628
6.824688,0.111732,0.409774
6.829688,0.111762,0.409872
6.834687,0.111826,0.410020
6.839687,0.111876,0.410118
6.844687,0.111932,0.410267
6.849686,0.111965,0.410367
6.854686,0.112013,0.410517
6.859685,0.112052,0.410617
6.864685,0.112104,0.410769
6.869685,0.112135,0.410870
6.874684,0.112188,0.411022
6.879684,0.112220,0.411125
6.884684,0.112276,0.411279
6.889683,0.112253,0.411382
6.894683,0.112304,0.411537
6.899683,0.112299,0.411641
6.904682,0.116992,0.410693
6.909682,0.117076,0.410789
6.914681,0.117202,0.410934
6.919681,0.117289,0.411030
6.924681,0.117422,0.411176
6.929680,0.117512,0.411274
6.934680,0.117649,0.411421
6.939680,0.117743,0.411519
6.944679,0.117885,0.411667
6.949679,0.117982,0.411767
6.954679,0.118131,0.411916
6.959678,0.118231,0.412016
6.964678,0.118385,0.412167
6.969677,0.118492,0.412268
6.974677,0.118652,0.412420
6.979677,0.118761,0.412522
6.984676,0.118924,0.412675
6.989676,0.119034,0.412778
6.994676,0.119199,0.412933
6.999675,0.119310,0.413037
7.004675,0.146774,0.412092
7.009675,0.147063,0.412188
7.014674,0.147465,0.412332
7.019674,0.147720,0.412428
7.024673,0.148117,0.412573
7.029673,0.148378,0.412671
7.034673,0.148762,0.412817
7.039672,0.149020,0.412915
7.044672,0.149398,0.413063
7.049672,0.149657,0.413162
7.054671,0.150057,0.413311
7.059671,0.150334,0.413411
7.064671,0.150748,0.413561
7.069670,0.151031,0.413662
7.074670,0.151443,0.413813
7.079669,0.151696,0.413915
7.084669,0.152098,0.414068
7.089669,0.152344,0.414170
7.094668,0.152744,0.414324
7.099668,0.153033,0.414428
7.104668,0.130643,0.413486
7.109667,0.130681,0.413581
7.114667,0.130742,0.413725
7.119667,0.130787,0.413821
7.124666,0.130854,0.413966
7.129666,0.130900,0.414063
7.134665,0.130969,0.414209
7.139665,0.131014,0.414306
7.144665,0.131082,0.414454
7.149664,0.131126,0.414552
7.154664,0.131192,0.414701
7.159664,0.131239,0.414800
7.164663,0.131308,0.414950
7.169663,0.131354,0.415050
7.174663,0.131423,0.415201
7.179662,0.131479,0.415303
7.184662,0.131547,0.415455
7.189662,0.131581,0.415557
7.194661,0.131645,0.415711
7.199661,0.131680,0.415814
7.204660,0.140918,0.414876
7.209660,0.141119,0.414971
7.214660,0.141424,0.415114
7.219659,0.141626,0.415209
7.224659,0.141935,0.415353
7.229659,0.142141,0.415450
7.234658,0.142453,0.415596
7.239658,0.142660,0.415693
7.244658,0.142973,0.415840
7.249657,0.143182,0.415938
7.254657,0.143498,0.416086
7.259656,0.143708,0.416185
7.264656,0.144025,0.416335
7.269656,0.144237,0.416434
7.274655,0.144557,0.416585
7.279655,0.144770,0.416686
7.284655,0.145091,0.416838
7.289654,0.145306,0.416940
7.294654,0.145628,0.417093
7.299654,0.145844,0.417195
7.304653,0.171877,0.416260
7.309653,0.172134,0.416355
7.314652,0.172533,0.416497
7.319652,0.172798,0.416593
7.324652,0.173202,0.416737
7.329651,0.173467,0.416833
7.334651,0.173878,0.416978
7.339651,0.174155,0.417075
7.344650,0.174566,0.417221
7.349650,0.174837,0.417319
7.354650,0.175244,0.417467
7.359649,0.175507,0.417566
7.364649,0.175913,0.417714
7.369648,0.176179,0.417814
7.374648,0.176585,0.417964
7.379648,0.176852,0.418065
7.384647,0.177258,0.418216
7.389647,0.177532,0.418317
7.394647,0.177939,0.418470
7.399646,0.178241,0.418572
7.404646,0.174969,0.417640
7.409646,0.175193,0.417735
7.414645,0.175494,0.417877
7.419645,0.175678,0.417972
7.424644,0.175986,0.418115
7.429644,0.176185,0.418211
7.434644,0.176500,0.418356
7.439643,0.176712,0.418452
7.444643,0.177032,0.418598
7.449643,0.177251,0.418696
7.454642,0.177581,0.418843
7.459642,0.177819,0.418941
7.464642,0.178160,0.419090
7.469641,0.178369,0.419189
7.474641,0.178710,0.419339
7.479640,0.178957,0.419439
7.484640,0.179307,0.419590
7.489640,0.179529,0.419691
7.494639,0.179881,0.419843
7.499639,0.180106,0.419945
7.504639,0.179646,0.419016
7.509638,0.179925,0.419110
7.514638,0.180429,0.419252
7.519638,0.180787,0.419346
7.524637,0.181296,0.419489
7.529637,0.181650,0.419585
7.534636,0.182162,0.419729
7.539636,0.182515,0.419825
7.544636,0.183022,0.419971
7.549635,0.183351,0.420068
7.554635,0.183851,0.420215
7.559635,0.184167,0.420313
7.564634,0.184663,0.420461
7.569634,0.184994,0.420559
7.574634,0.185492,0.420709
7.579633,0.185862,0.420808
7.584633,0.186370,0.420959
7.589633,0.186744,0.421060
7.594632,0.187261,0.421211
7.599632,0.187686,0.421313
7.604631,0.187511,0.420387
7.609631,0.187990,0.420481
7.614631,0.188694,0.420622
7.619630,0.189157,0.420716
7.624630,0.189873,0.420859
7.629630,0.190355,0.420954
7.634629,0.191082,0.421098
7.639629,0.191571,0.421194
7.644629,0.192308,0.421339
7.649628,0.192807,0.421436
7.654628,0.193561,0.421582
7.659627,0.194053,0.421679
7.664627,0.194812,0.421827
7.669627,0.195307,0.421926
7.674626,0.196074,0.422074
7.679626,0.196650,0.422174
7.684626,0.197442,0.422324
7.689625,0.198037,0.422424
7.694625,0.198854,0.422575
7.699625,0.199436,0.422677
7.704624,0.155277,0.421754
7.709624,0.155443,0.421847
7.714623,0.155737,0.421988
7.719623,0.155988,0.422082
7.724623,0.156277,0.422224
7.729622,0.156460,0.422319
7.734622,0.156759,0.422462
7.739622,0.156959,0.422558
7.744621,0.157263,0.422702
7.749621,0.157469,0.422799
7.754621,0.157779,0.422944
7.759620,0.157969,0.423042
7.764620,0.158278,0.423189
7.769619,0.158479,0.423287
7.774619,0.158795,0.423435
7.779619,0.158955,0.423535
7.784618,0.159269,0.423684
7.789618,0.159445,0.423784
7.794618,0.159762,0.423935
7.799617,0.160015,0.424036
7.804617,0.111057,0.423116
7.809617,0.111169,0.423209
7.814616,0.111281,0.423349
7.819616,0.111374,0.423443
7.824615,0.111494,0.423584
7.829615,0.111585,0.423679
7.834615,0.111717,0.423822
7.839614,0.111821,0.423917
7.844614,0.111962,0.424061
7.849614,0.112060,0.424158
7.854613,0.112213,0.424303
7.859613,0.112313,0.424400
7.864613,0.112477,0.424546
7.869612,0.112576,0.424644
7.874612,0.112745,0.424792
7.879611,0.112865,0.424891
7.884611,0.113045,0.425040
7.889611,0.113189,0.425140
7.894610,0.113386,0.425290
7.899610,0.113474,0.425391
7.904610,0.081509,0.424473
7.909609,0.081572,0.424566
7.914609,0.081613,0.424706
7.919609,0.081638,0.424800
7.924608,0.081689,0.424941
7.929608,0.081726,0.425035
7.934608,0.081785,0.425177
