time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
3.999892,-0.068325,0.010641,-0.014705,0.022904
4.004892,-0.068409,0.004861,-0.018050,-0.031153
4.009892,-0.068510,0.004911,-0.021566,-0.038237
4.014892,-0.068628,0.004672,-0.025125,-0.042847
4.019891,-0.068764,0.004414,-0.028541,-0.043050
4.024891,-0.068916,0.004147,-0.031558,-0.047257
4.029891,-0.069081,0.003953,-0.033899,-0.049406
4.034890,-0.069255,0.003651,-0.035343,-0.051912
4.039890,-0.069434,0.003428,-0.035683,-0.050319
4.044889,-0.069610,0.003125,-0.034718,-0.050127
4.049889,-0.069777,0.002915,-0.032266,-0.051425
4.054889,-0.069926,0.002613,-0.028195,-0.047617
4.059888,-0.070050,0.002425,-0.022316,-0.043796
4.064888,-0.070139,0.002177,-0.014541,-0.035627
4.069888,-0.070184,0.002092,-0.004844,-0.026113
4.074887,-0.070174,0.001960,0.006684,-0.013437
4.079887,-0.070101,0.001901,0.020106,-0.004040
4.084887,-0.069955,0.001910,0.035603,0.013341
4.089886,-0.069725,0.001790,0.053230,0.020683
4.094886,-0.069401,0.001958,0.072783,0.043171
4.099885,-0.068974,0.002101,0.093958,0.058192
4.104885,-0.068433,0.000925,0.118085,0.128335
4.109885,-0.067763,0.001448,0.145157,0.149558
4.114884,-0.066951,0.002412,0.174047,0.183573
4.119884,-0.065991,0.003189,0.204297,0.206778
4.124884,-0.064874,0.004503,0.236054,0.244232
4.129883,-0.063595,0.005460,0.269393,0.273226
4.134883,-0.062144,0.007181,0.304082,0.314387
4.139883,-0.060517,0.008466,0.339720,0.342761
4.144882,-0.058710,0.010608,0.375879,0.385817
4.149882,-0.056722,0.012157,0.412290,0.409732
4.154881,-0.054551,0.014703,0.448904,0.453339
4.159881,-0.052196,0.016570,0.485599,0.484365
4.164881,-0.049658,0.019564,0.522339,0.528123
4.169880,-0.046936,0.021750,0.558957,0.559373
4.174880,-0.044030,0.025194,0.596089,0.603330
4.179880,-0.040937,0.027685,0.633780,0.634968
4.184879,-0.037654,0.031585,0.671994,0.680270
4.189879,-0.034178,0.034102,0.710673,0.703949
4.194879,-0.030507,0.038419,0.749745,0.750535
4.199878,-0.026642,0.041548,0.788698,0.783974
4.204878,-0.022582,0.047141,0.827464,0.870960
4.209877,-0.018329,0.050660,0.865831,0.901538
4.214877,-0.013887,0.056160,0.903437,0.946643
4.219877,-0.009258,0.060028,0.940576,0.974696
4.224876,-0.004447,0.065963,0.976569,1.018034
4.229876,0.000543,0.070144,1.011962,1.041607
4.234876,0.005708,0.076478,1.047021,1.083813
4.239875,0.011046,0.080850,1.081537,1.109895
4.244875,0.016557,0.087592,1.115653,1.150999
4.249875,0.022236,0.092215,1.149288,1.176268
4.254874,0.028082,0.099353,1.182212,1.216062
4.259874,0.034089,0.104178,1.214263,1.236960
4.264874,0.040255,0.111676,1.245630,1.274801
4.269873,0.046575,0.116800,1.276405,1.299621
4.274873,0.053048,0.124671,1.306621,1.336023
4.279872,0.059671,0.130003,1.336283,1.358571
4.284872,0.066440,0.138225,1.365526,1.393744
4.289872,0.073355,0.144132,1.394632,1.425890
4.294871,0.080415,0.152758,1.423496,1.460668
4.299871,0.087618,0.158388,1.452091,1.477926
4.304871,0.094963,0.164697,1.480182,1.479740
4.309870,0.102447,0.170672,1.507522,1.501041
4.314870,0.110064,0.179743,1.533893,1.532960
4.319870,0.117810,0.185777,1.559205,1.557314
4.324869,0.125680,0.195180,1.583836,1.586954
4.329869,0.133671,0.201601,1.608027,1.603087
4.334868,0.141785,0.211278,1.632427,1.632221
4.339868,0.150020,0.217811,1.656911,1.654573
4.344868,0.158378,0.227797,1.681317,1.683782
4.349867,0.166859,0.234570,1.706045,1.707371
4.354867,0.175462,0.244873,1.730317,1.736575
4.359867,0.184186,0.251882,1.754290,1.758956
4.364866,0.193028,0.262493,1.777959,1.787532
4.369866,0.201988,0.269608,1.801313,1.803800
4.374866,0.211064,0.280486,1.824323,1.831562
4.379865,0.220254,0.287717,1.847075,1.845978
4.384865,0.229556,0.298847,1.869202,1.872795
4.389864,0.238967,0.306361,1.890647,1.890254
4.394864,0.248483,0.317753,1.911403,1.915456
4.399864,0.258101,0.325561,1.931761,1.934927
4.404863,0.267820,0.331611,1.951887,1.925996
4.409863,0.277639,0.339436,1.971576,1.939515
4.414863,0.287554,0.351120,1.990431,1.962489
4.419862,0.297560,0.358941,2.008334,1.978423
4.424862,0.307653,0.370853,2.025640,1.999237
4.429862,0.317833,0.378890,2.042853,2.011325
4.434861,0.328100,0.390999,2.060238,2.031988
4.439861,0.338454,0.399142,2.077817,2.045813
4.444860,0.348895,0.411459,2.095330,2.066721
4.449860,0.359425,0.419757,2.112895,2.084238
4.454860,0.370041,0.432304,2.130396,2.105248
4.459859,0.380746,0.440671,2.147806,2.114257
4.464859,0.391536,0.453398,2.165019,2.135015
4.469859,0.402412,0.461956,2.181946,2.148837
4.474858,0.413372,0.474890,2.198658,2.168975
4.479858,0.424416,0.483646,2.215237,2.184657
4.484858,0.435541,0.496794,2.231645,2.204525
4.489857,0.446748,0.505807,2.247690,2.222562
4.494857,0.458033,0.519181,2.263442,2.241732
4.499856,0.469397,0.528308,2.278914,2.257709
4.504856,0.480839,0.527016,2.294643,2.219878
4.509856,0.492359,0.535918,2.310292,2.232297
4.514855,0.503957,0.549349,2.325873,2.251147
4.519855,0.515633,0.558385,2.341151,2.262843
4.524855,0.527384,0.571999,2.356414,2.281188
4.529854,0.539212,0.581130,2.371619,2.293681
4.534854,0.551115,0.594929,2.386784,2.311899
4.539854,0.563094,0.604185,2.401807,2.324375
4.544853,0.575148,0.618167,2.416831,2.342344
4.549853,0.587278,0.627545,2.431922,2.353522
4.554852,0.599483,0.641703,2.446942,2.371521
4.559852,0.611762,0.651199,2.461863,2.383356
4.564852,0.624116,0.665535,2.476585,2.401058
4.569851,0.636542,0.675111,2.490969,2.410739
4.574851,0.649039,0.689610,2.505189,2.427783
4.579851,0.661607,0.699325,2.519004,2.438643
4.584850,0.674242,0.713989,2.532377,2.454787
4.589850,0.686943,0.723787,2.545260,2.464236
4.594850,0.699707,0.738603,2.557845,2.479387
4.599849,0.712533,0.748529,2.570068,2.489212
4.604849,0.725420,0.778234,2.582284,2.570864
4.609848,0.738368,0.788512,2.594383,2.580946
4.614848,0.751375,0.804026,2.605910,2.594931
4.619848,0.764437,0.814427,2.616623,2.603212
4.624847,0.777550,0.830071,2.626586,2.615387
4.629847,0.790711,0.840533,2.635777,2.623365
4.634847,0.803915,0.856294,2.644145,2.633639
4.639846,0.817159,0.866829,2.651616,2.640854
4.644846,0.830437,0.882691,2.658148,2.648877
4.649846,0.843745,0.893291,2.663808,2.653575
4.654845,0.857079,0.909225,2.668640,2.659447
4.659845,0.870435,0.919827,2.672767,2.659893
4.664845,0.883809,0.935795,2.676220,2.664148
4.669844,0.897199,0.946411,2.679131,2.664492
4.674844,0.910602,0.962404,2.681619,2.667587
4.679843,0.924017,0.973102,2.683771,2.670243
4.684843,0.937442,0.989128,2.685647,2.672471
4.689843,0.950875,0.999830,2.687294,2.674062
4.694842,0.964316,1.015878,2.688740,2.675715
4.699842,0.977763,1.026637,2.690009,2.677969
4.704842,0.991217,1.009440,2.691192,2.611575
4.709841,1.004676,1.019842,2.692333,2.613322
4.714841,1.018142,1.035524,2.693515,2.614322
4.719841,1.031613,1.045982,2.694853,2.615060
4.724840,1.045092,1.061674,2.696490,2.616405
4.729840,1.058581,1.072149,2.698631,2.617162
4.734839,1.072082,1.087857,2.701429,2.619733
4.739839,1.085600,1.098339,2.705034,2.621928
4.744839,1.099138,1.114079,2.709542,2.626476
4.749838,1.112702,1.124590,2.715004,2.630707
4.754838,1.126295,1.140388,2.721310,2.637453
4.759838,1.139922,1.150936,2.728260,2.642003
4.764837,1.153586,1.166804,2.735668,2.650250
4.769837,1.167287,1.177392,2.743505,2.655203
4.774837,1.181029,1.193342,2.751627,2.664529
4.779836,1.194812,1.204023,2.759920,2.671570
4.784836,1.208637,1.220072,2.768349,2.681343
4.789835,1.222504,1.230804,2.776851,2.687927
4.794835,1.236414,1.246952,2.785490,2.698060
4.799835,1.250368,1.257792,2.794161,2.705974
4.804834,1.264365,1.281420,2.802900,2.767059
4.809834,1.278406,1.292517,2.811642,2.773503
4.814834,1.292489,1.309179,2.820173,2.783658
4.819833,1.306615,1.320323,2.828401,2.790134
4.824833,1.320781,1.337083,2.836306,2.799632
4.829833,1.334985,1.348308,2.843806,2.804709
4.834832,1.349226,1.365153,2.850917,2.813373
4.839832,1.363501,1.376413,2.857684,2.818835
4.844831,1.377808,1.393342,2.863977,2.826560
4.849831,1.392146,1.404652,2.869735,2.830949
4.854831,1.406510,1.421651,2.875015,2.837415
4.859830,1.420900,1.433016,2.879859,2.842376
4.864830,1.435313,1.450081,2.884345,2.847846
4.869830,1.449747,1.461461,2.888451,2.850420
4.874829,1.464201,1.478573,2.892224,2.854995
4.879829,1.478673,1.489979,2.895671,2.857145
4.884829,1.493161,1.507130,2.898815,2.860926
4.889828,1.507663,1.518564,2.901711,2.862885
4.894828,1.522180,1.535748,2.904367,2.866042
4.899827,1.536709,1.547222,2.906836,2.868191
4.904827,1.551251,1.561580,2.909408,2.899890
4.909827,1.565806,1.573195,2.911986,2.901617
4.914826,1.580373,1.590611,2.914334,2.904407
4.919826,1.594951,1.602204,2.916344,2.906834
4.924826,1.609538,1.619649,2.918009,2.908857
4.929825,1.624132,1.631289,2.919363,2.909816
4.934825,1.638732,1.648750,2.920426,2.911125
4.939825,1.653336,1.660390,2.921178,2.912558
4.944824,1.667944,1.677866,2.921632,2.913092
4.949824,1.682553,1.689519,2.921807,2.913207
4.954823,1.697162,1.706998,2.921735,2.913067
4.959823,1.711770,1.718652,2.921459,2.912916
4.964823,1.726376,1.736128,2.921019,2.912260
4.969822,1.740979,1.747774,2.920462,2.911591
4.974822,1.755580,1.765242,2.919817,2.910661
4.979822,1.770177,1.776860,2.919100,2.909126
4.984821,1.784770,1.794313,2.918331,2.908162
4.989821,1.799359,1.805964,2.917529,2.908038
4.994821,1.813944,1.823410,2.916720,2.906917
4.999820,1.828526,1.835065,2.915926,2.906875
5.004820,1.843103,1.862106,2.915127,2.916034
5.009820,1.857676,1.873741,2.914302,2.915737
5.014819,1.872245,1.891233,2.913412,2.914241
5.019819,1.886809,1.902884,2.912381,2.913301
5.024818,1.901367,1.920360,2.911105,2.911467
5.029818,1.915918,1.932014,2.909417,2.909652
5.034818,1.930458,1.949466,2.907152,2.906968
5.039817,1.944985,1.961092,2.904143,2.904709
5.044817,1.959495,1.978512,2.900192,2.900317
5.049817,1.973981,1.990109,2.895124,2.896687
5.054816,1.988438,2.007476,2.888706,2.889655
5.059816,2.002858,2.019028,2.880856,2.883638
5.064816,2.017235,2.036310,2.871378,2.873201
5.069815,2.031559,2.047794,2.860040,2.864756
5.074815,2.045820,2.064954,2.846775,2.849921
5.079814,2.060009,2.076345,2.831539,2.838598
5.084814,2.074115,2.093339,2.814325,2.819043
5.089814,2.088130,2.104606,2.795290,2.804576
5.094813,2.102046,2.121387,2.774825,2.780941
5.099813,2.115855,2.132497,2.752971,2.764089
5.104813,2.129552,2.169159,2.730227,2.789864
5.109812,2.143134,2.180301,2.707037,2.771705
5.114812,2.156598,2.196876,2.683166,2.743563
5.119812,2.169940,2.207836,2.658662,2.724123
5.124811,2.183159,2.224122,2.633507,2.694384
5.129811,2.196248,2.234880,2.607258,2.673662
5.134810,2.209202,2.250858,2.579908,2.641250
5.139810,2.222018,2.261403,2.551890,2.618989
5.144810,2.234691,2.277049,2.523184,2.584757
5.149809,2.247219,2.287365,2.493749,2.561332
5.154809,2.259598,2.302662,2.463686,2.525398
5.159809,2.271824,2.312739,2.432667,2.500801
5.164808,2.283891,2.327668,2.400337,2.462279
5.169808,2.295793,2.337490,2.367062,2.435772
5.174808,2.307526,2.352024,2.332819,2.394893
5.179807,2.319084,2.361574,2.297313,2.366596
5.184807,2.330462,2.375687,2.260796,2.322909
5.189806,2.341653,2.384952,2.223270,2.293108
5.194806,2.352656,2.398619,2.185116,2.247281
5.199806,2.363465,2.407576,2.146173,2.216119
5.204805,2.374074,2.414028,2.105159,2.114450
5.209805,2.384473,2.422455,2.062750,2.080457
5.214805,2.394660,2.434835,2.020509,2.029495
5.219804,2.404636,2.442919,1.978555,1.995833
5.224804,2.414402,2.454793,1.936409,1.945125
5.229804,2.423958,2.462539,1.894168,1.911349
5.234803,2.433300,2.473904,1.851409,1.859907
5.239803,2.442430,2.481310,1.808968,1.825626
5.244802,2.451348,2.492161,1.766693,1.774441
5.249802,2.460057,2.499225,1.725205,1.740669
5.254802,2.468560,2.509569,1.684556,1.691226
5.259801,2.476864,2.516299,1.644957,1.658869
5.264801,2.484972,2.526158,1.606229,1.611929
5.269801,2.492889,2.532575,1.568359,1.581188
5.274800,2.500621,2.541973,1.531853,1.536699
5.279800,2.508173,2.548089,1.496156,1.507676
5.284800,2.515550,2.557051,1.461933,1.465945
5.289799,2.522762,2.562889,1.429252,1.439343
5.294799,2.529812,2.571447,1.397293,1.400519
5.299798,2.536705,2.577025,1.366376,1.375383
5.304798,2.543445,2.580567,1.335824,1.328936
5.309798,2.550034,2.585859,1.305713,1.304568
5.314797,2.556474,2.593614,1.276306,1.268772
5.319797,2.562770,2.598665,1.248140,1.245860
5.324797,2.568929,2.606073,1.220896,1.212673
5.329796,2.574955,2.610902,1.194793,1.191368
5.334796,2.580853,2.617988,1.169660,1.160672
5.339796,2.586628,2.622610,1.145466,1.141046
5.344795,2.592286,2.629399,1.122484,1.112860
5.349795,2.597832,2.633832,1.100776,1.094855
5.354795,2.603274,2.640349,1.080120,1.069439
5.359794,2.608615,2.644611,1.060490,1.053409
5.364794,2.613861,2.650885,1.041733,1.030337
5.369793,2.619016,2.654994,1.023967,1.015853
5.374793,2.624085,2.661047,1.006992,0.994996
5.379793,2.629071,2.665011,0.990791,0.981659
5.384792,2.633979,2.670863,0.975355,0.962727
5.389792,2.638811,2.674702,0.960518,0.950592
5.394792,2.643571,2.680370,0.946309,0.933134
5.399791,2.648261,2.684090,0.932537,0.921930
5.404791,2.652882,2.692178,0.918711,0.959502
5.409791,2.657435,2.695997,0.905236,0.948635
5.414790,2.661921,2.701657,0.892036,0.932579
5.419790,2.666343,2.705373,0.879267,0.922343
5.424789,2.670701,2.710876,0.866605,0.907081
5.429789,2.674996,2.714492,0.853883,0.897147
5.434789,2.679227,2.719844,0.841011,0.881748
5.439788,2.683393,2.723361,0.828199,0.871552
5.444788,2.687496,2.728559,0.815328,0.856219
5.449788,2.691534,2.731971,0.802465,0.845639
5.454787,2.695508,2.737014,0.789668,0.830306
5.459787,2.699418,2.740323,0.776897,0.819990
5.464787,2.703264,2.745213,0.764261,0.804794
5.469786,2.707049,2.748431,0.751856,0.795316
5.474786,2.710771,2.753174,0.739546,0.780609
5.479785,2.714432,2.756279,0.727352,0.770570
5.484785,2.718033,2.760873,0.715246,0.756067
5.489785,2.721573,2.763894,0.703343,0.746754
5.494784,2.725055,2.768346,0.691635,0.732697
5.499784,2.728478,2.771284,0.680285,0.724099
5.504784,2.731846,2.772875,0.668951,0.686919
5.509783,2.735157,2.775638,0.657652,0.677442
5.514783,2.738411,2.779676,0.646497,0.664055
5.519783,2.741611,2.782310,0.635446,0.655600
5.524782,2.744755,2.786218,0.624724,0.642672
5.529782,2.747848,2.788768,0.614367,0.635081
5.534781,2.750889,2.792554,0.604314,0.623011
5.539781,2.753881,2.795042,0.594521,0.614285
5.544781,2.756826,2.798704,0.585030,0.602791
5.549780,2.759723,2.801111,0.575814,0.595793
5.554780,2.762575,2.804664,0.566962,0.585069
5.559780,2.765384,2.807010,0.558446,0.579089
5.564779,2.768152,2.810464,0.550285,0.569220
5.569779,2.770880,2.812708,0.542306,0.561499
5.574779,2.773568,2.816058,0.534616,0.552140
5.579778,2.776218,2.818243,0.527143,0.545417
5.584778,2.778832,2.821497,0.519751,0.536463
5.589777,2.781409,2.823658,0.512515,0.531246
5.594777,2.783951,2.826828,0.505375,0.522596
5.599777,2.786457,2.828917,0.498286,0.516975
5.604776,2.788927,2.838303,0.491302,0.477722
5.609776,2.791363,2.840213,0.484497,0.472082
5.614776,2.793766,2.843029,0.477970,0.464080
5.619775,2.796137,2.844882,0.471735,0.458901
5.624775,2.798477,2.847621,0.465692,0.451479
5.629775,2.800788,2.849428,0.459827,0.446270
5.634774,2.803070,2.852092,0.454069,0.439188
5.639774,2.805323,2.853845,0.448389,0.434245
5.644773,2.807548,2.856436,0.442891,0.427407
5.649773,2.809747,2.858135,0.437549,0.421816
5.654773,2.811919,2.860652,0.432380,0.415406
5.659772,2.814066,2.862337,0.427372,0.413188
5.664772,2.816188,2.864804,0.422449,0.407030
5.669772,2.818286,2.866473,0.417595,0.405100
5.674771,2.820359,2.868891,0.412811,0.399056
5.679771,2.822409,2.870541,0.408046,0.397077
5.684771,2.824435,2.872912,0.403337,0.391057
5.689770,2.826438,2.874422,0.398640,0.385608
5.694770,2.828417,2.876724,0.393920,0.379666
5.699769,2.830372,2.878139,0.389130,0.373094
5.704769,2.832303,2.863931,0.384101,0.290543
5.709769,2.834207,2.865119,0.378842,0.285545
5.714768,2.836086,2.866819,0.373698,0.279081
5.719768,2.837940,2.867928,0.368909,0.275093
5.724768,2.839771,2.869567,0.364531,0.269397
5.729767,2.841582,2.870630,0.360681,0.266735
5.734767,2.843375,2.872221,0.357443,0.262273
5.739767,2.845154,2.873266,0.354876,0.260028
5.744766,2.846923,2.874820,0.353031,0.257206
5.749766,2.848685,2.875852,0.351905,0.256548
5.754766,2.850442,2.877388,0.351432,0.255429
5.759765,2.852199,2.878398,0.351529,0.254335
5.764765,2.853959,2.879924,0.352086,0.254591
5.769764,2.855722,2.880924,0.352980,0.254125
5.774764,2.857490,2.882450,0.354111,0.255214
5.779764,2.859264,2.883525,0.355387,0.258129
5.784763,2.861045,2.885077,0.356745,0.259567
5.789763,2.862833,2.886055,0.358119,0.258588
5.794763,2.864628,2.887609,0.359479,0.260116
5.799762,2.866429,2.888443,0.360783,0.255225
5.804762,2.868237,2.903259,0.362094,0.335556
5.809762,2.870051,2.904648,0.363376,0.335685
5.814761,2.871871,2.906665,0.364461,0.337056
5.819761,2.873696,2.908006,0.365211,0.337982
5.824760,2.875523,2.910035,0.365533,0.338568
5.829760,2.877351,2.911378,0.365334,0.339334
5.834760,2.879175,2.913413,0.364509,0.338678
5.839759,2.880993,2.914778,0.362970,0.335138
5.844759,2.882802,2.916784,0.360655,0.332744
5.849759,2.884596,2.918108,0.357563,0.329674
5.854758,2.886373,2.920079,0.353799,0.325461
5.859758,2.888129,2.921413,0.349486,0.324887
5.864758,2.889863,2.923352,0.344729,0.319434
5.869757,2.891571,2.924562,0.339621,0.312240
5.874757,2.893253,2.926423,0.334187,0.305838
5.879756,2.894907,2.927704,0.328455,0.303783
5.884756,2.896532,2.929513,0.322481,0.296679
5.889756,2.898126,2.930875,0.316339,0.297807
5.894755,2.899689,2.932647,0.310024,0.290354
5.899755,2.901220,2.933857,0.303710,0.286911
5.904755,2.902718,2.943822,0.296858,0.350004
5.909754,2.904180,2.945138,0.289411,0.345788
5.914754,2.905604,2.947195,0.281705,0.336917
5.919754,2.906989,2.948556,0.273798,0.330266
5.924753,2.908334,2.950519,0.265506,0.320811
5.929753,2.909635,2.951879,0.256712,0.309605
5.934752,2.910890,2.953716,0.247310,0.298805
5.939752,2.912097,2.954902,0.237304,0.291355
5.944752,2.913252,2.956626,0.226693,0.279092
5.949751,2.914353,2.957725,0.215767,0.268203
5.954751,2.915398,2.959308,0.204632,0.255119
5.959751,2.916388,2.960202,0.193537,0.236793
5.964750,2.917323,2.961596,0.182493,0.223422
5.969750,2.918202,2.962582,0.171512,0.219771
5.974750,2.919027,2.963874,0.160568,0.206583
5.979749,2.919797,2.964610,0.149851,0.194773
5.984749,2.920515,2.965753,0.139425,0.182015
5.989748,2.921182,2.966558,0.129357,0.176516
5.994748,2.921799,2.967593,0.119726,0.164742
5.999748,2.922370,2.968346,0.110571,0.160033
6.004747,2.922896,2.986794,0.101345,0.197890
6.009747,2.923374,2.987600,0.091798,0.189913
6.014747,2.923804,2.988716,0.081982,0.178274
6.019746,2.924184,2.989608,0.071890,0.164761
6.024746,2.924512,2.990571,0.061475,0.152352
6.029746,2.924787,2.991054,0.050628,0.149825
6.034745,2.925007,2.991927,0.039476,0.136712
6.039745,2.925171,2.992422,0.028160,0.133437
6.044744,2.925278,2.993196,0.017044,0.120464
6.049744,2.925330,2.993670,0.006208,0.112100
6.054744,2.925329,2.994318,-0.004422,0.099807
6.059743,2.925276,2.994674,-0.015054,0.088637
6.064743,2.925168,2.995182,-0.025871,0.076193
6.069743,2.925006,2.995474,-0.036859,0.067598
6.074742,2.924788,2.995854,-0.047872,0.054933
6.079742,2.924516,2.995884,-0.058694,0.039278
6.084742,2.924191,2.996095,-0.069026,0.026979
6.089741,2.923817,2.995968,-0.078743,0.011764
6.094741,2.923396,2.996016,-0.087683,0.000687
6.099741,2.922933,2.996283,-0.095759,0.001699
6.104740,2.922431,2.980332,-0.103195,-0.106931
6.109740,2.921895,2.980153,-0.109838,-0.117674
6.114739,2.921328,2.979430,-0.115630,-0.125683
6.119739,2.920735,2.979027,-0.120458,-0.133605
6.124739,2.920121,2.978213,-0.124171,-0.139469
6.129738,2.919492,2.977644,-0.126648,-0.141988
6.134738,2.918855,2.976786,-0.127793,-0.144810
6.139738,2.918216,2.976200,-0.127582,-0.144620
6.144737,2.917582,2.975333,-0.126090,-0.144187
6.149737,2.916959,2.974779,-0.123433,-0.138234
6.154737,2.916353,2.973956,-0.119789,-0.134878
6.159736,2.915766,2.973553,-0.115351,-0.121850
6.164736,2.915205,2.972833,-0.110244,-0.116150
6.169735,2.914670,2.972636,-0.104693,-0.099317
6.174735,2.914165,2.972054,-0.098809,-0.092017
6.179735,2.913689,2.971680,-0.092700,-0.087292
6.184734,2.913244,2.971172,-0.086496,-0.079511
6.189734,2.912830,2.970937,-0.080280,-0.071987
6.194734,2.912447,2.970520,-0.074154,-0.064123
6.199733,2.912094,2.970366,-0.068108,-0.056498
6.204733,2.911771,2.967407,-0.062268,-0.076834
6.209733,2.911477,2.967451,-0.056591,-0.079603
6.214732,2.911211,2.966986,-0.051104,-0.073388
6.219732,2.910971,2.966686,-0.045723,-0.069012
6.224731,2.910759,2.966284,-0.040360,-0.062962
6.229731,2.910573,2.966151,-0.034936,-0.066192
6.234731,2.910415,2.965766,-0.029389,-0.060431
6.239730,2.910285,2.965535,-0.023708,-0.058149
6.244730,2.910184,2.965198,-0.017895,-0.052191
6.249730,2.910112,2.964969,-0.011941,-0.052496
6.254729,2.910071,2.964666,-0.005818,-0.046433
6.259729,2.910060,2.964434,0.000459,-0.045864
6.264729,2.910082,2.964171,0.006793,-0.039728
6.269728,2.910135,2.963994,0.013147,-0.036644
6.274728,2.910219,2.963787,0.019490,-0.030543
6.279727,2.910336,2.963621,0.025821,-0.028171
6.284727,2.910484,2.963464,0.032125,-0.022211
6.289727,2.910663,2.963453,0.038371,-0.016128
6.294726,2.910874,2.963368,0.044532,-0.010221
6.299726,2.911115,2.963295,0.050623,-0.007251
6.304726,2.911386,2.974114,0.056751,0.049205
6.309725,2.911688,2.974456,0.062811,0.050120
6.314725,2.912019,2.974768,0.068736,0.055653
6.319725,2.912380,2.975097,0.074413,0.055639
6.324724,2.912769,2.975441,0.079920,0.060386
6.329724,2.913184,2.975731,0.085125,0.060468
6.334723,2.913624,2.976101,0.089958,0.064250
6.339723,2.914088,2.976405,0.094492,0.056166
6.344723,2.914573,2.976747,0.098730,0.058447
6.349722,2.915078,2.976999,0.102660,0.062798
6.354722,2.915603,2.977379,0.106327,0.064584
6.359722,2.916145,2.977728,0.109776,0.071960
6.364721,2.916704,2.978163,0.113060,0.073671
6.369721,2.917279,2.978370,0.116239,0.070589
6.374721,2.917869,2.978796,0.119351,0.071800
6.379720,2.918475,2.978946,0.122388,0.067678
6.384720,2.919096,2.979354,0.125353,0.068403
6.389719,2.919731,2.979897,0.128240,0.076633
6.394719,2.920381,2.980359,0.131055,0.077605
6.399719,2.921045,2.980911,0.133773,0.084206
6.404718,2.921721,2.982861,0.136348,0.094556
6.409718,2.922410,2.983273,0.138765,0.094429
6.414718,2.923111,2.983841,0.141031,0.095104
6.419717,2.923823,2.984027,0.143122,0.102148
6.424717,2.924544,2.984641,0.145020,0.102985
6.429717,2.925274,2.985145,0.146731,0.097475
6.434716,2.926013,2.985729,0.148235,0.097361
6.439716,2.926758,2.986133,0.149524,0.093634
6.444715,2.927509,2.986693,0.150609,0.092751
6.449715,2.928265,2.987044,0.151504,0.088608
6.454715,2.929024,2.987572,0.152243,0.087077
6.459714,2.929788,2.987887,0.152849,0.083675
6.464714,2.930553,2.988385,0.153362,0.081720
6.469714,2.931322,2.988680,0.153806,0.078937
6.474713,2.932092,2.989149,0.154210,0.076766
6.479713,2.932864,2.989563,0.154601,0.079115
6.484713,2.933638,2.990034,0.155001,0.077149
6.489712,2.934414,2.990509,0.155421,0.080712
6.494712,2.935193,2.990990,0.155862,0.079037
6.499712,2.935973,2.991748,0.156311,0.088949
6.504711,2.936756,2.987785,0.156749,0.153648
6.509711,2.937541,2.988336,0.157131,0.154569
6.514710,2.938327,2.989263,0.157387,0.153891
6.519710,2.939114,2.989996,0.157435,0.149244
6.524710,2.939901,2.990888,0.157200,0.147670
6.529709,2.940685,2.991613,0.156625,0.137650
6.534709,2.941466,2.992434,0.155673,0.134554
6.539709,2.942240,2.992954,0.154327,0.135926
6.544708,2.943007,2.993762,0.152609,0.132174
6.549708,2.943764,2.994354,0.150565,0.141228
6.554708,2.944510,2.995194,0.148251,0.137561
6.559707,2.945244,2.995786,0.145713,0.138071
6.564707,2.945965,2.996606,0.142961,0.134089
6.569706,2.946671,2.997190,0.140020,0.133625
6.574706,2.947362,2.997984,0.136929,0.129373
6.579706,2.948037,2.998556,0.133661,0.128452
6.584705,2.948695,2.999318,0.130209,0.123898
6.589705,2.949335,2.999833,0.126582,0.121389
6.594705,2.949956,3.000551,0.122739,0.116409
6.599704,2.950558,3.000687,0.118677,0.104729
6.604704,2.951138,3.008329,0.114333,0.159771
6.609704,2.951696,3.008651,0.109723,0.162480
6.614703,2.952230,3.009614,0.104867,0.156758
6.619703,2.952739,3.010318,0.099726,0.150014
6.624702,2.953222,3.011204,0.094168,0.143247
6.629702,2.953675,3.011860,0.088169,0.132866
6.634702,2.954097,3.012641,0.081761,0.124615
6.639701,2.954485,3.013150,0.074909,0.114991
6.644701,2.954838,3.013821,0.067663,0.105431
6.649701,2.955153,3.014227,0.060043,0.097012
6.654700,2.955430,3.014788,0.052135,0.086473
6.659700,2.955667,3.015156,0.044119,0.081375
6.664700,2.955863,3.015623,0.036106,0.070789
6.669699,2.956020,3.015821,0.028193,0.060167
6.674699,2.956138,3.016161,0.020464,0.049644
6.679698,2.956218,3.016726,0.013016,0.056172
6.684698,2.956261,3.017045,0.005847,0.047121
6.689698,2.956269,3.017586,-0.001009,0.051909
6.694697,2.956244,3.017881,-0.007574,0.044123
6.699697,2.956188,3.018589,-0.013832,0.052866
6.704697,2.956101,2.982077,-0.019866,0.011931
6.709696,2.955984,2.982183,-0.025650,0.006323
6.714696,2.955839,2.982208,-0.031038,0.000246
6.719696,2.955669,2.982246,-0.035941,-0.004877
6.724695,2.955476,2.982206,-0.040298,-0.009900
6.729695,2.955263,2.982151,-0.044077,-0.011938
6.734694,2.955033,2.982071,-0.047236,-0.015589
6.739694,2.954789,2.982041,-0.049746,-0.028202
6.744694,2.954534,2.981867,-0.051599,-0.030670
6.749693,2.954272,2.981765,-0.052785,-0.028385
